sni,delta,payload,ttl,ip_flags
sccgov.org,0.003286,01020304050607080900,58,
official.ec,0.002548,01020304050607080900,58,
hants.gov.uk,0.002507,01020304050607080900,58,
wallhere.com,0.004142,01020304050607080900,58,
hkust.edu.hk,0.002485,01020304050607080900,58,
taiwanmobile.com,0.002545,01020304050607080900,58,
replacements.com,0.465865,01020304050607080900,58,
reliablesite.net,0.002648,01020304050607080900,58,
franklincovey.com,0.002495,01020304050607080900,58,
askamanager.org,0.003147,01020304050607080900,58,
azazie.com,0.002431,01020304050607080900,58,
bongacams14.com,0.003025,01020304050607080900,58,
michigan.org,0.002505,01020304050607080900,58,
furnishedfinder.com,0.004323,01020304050607080900,58,
etrusted.com,0.003087,01020304050607080900,58,
presonus.com,0.00257,01020304050607080900,58,
ge8ner.xyz,0.00257,01020304050607080900,58,
design-milk.com,0.002621,01020304050607080900,58,
pets4homes.co.uk,0.002565,01020304050607080900,58,
badlion.net,0.002479,01020304050607080900,58,
post.gov.tw,0.00277,01020304050607080900,58,
toei-anim.co.jp,0.00245,01020304050607080900,58,
greetingsisland.com,0.002537,01020304050607080900,58,
xxxlutz.de,0.002503,01020304050607080900,58,
yoursite.com,0.002623,01020304050607080900,58,
covetrus.com,0.002419,01020304050607080900,58,
archiproducts.com,0.002517,01020304050607080900,58,
umms.org,0.002713,01020304050607080900,58,
smu.edu.sg,0.002412,01020304050607080900,58,
hulu.jp,0.002464,01020304050607080900,58,
redxxx.cc,0.002419,01020304050607080900,58,
bongacams26.com,0.002691,01020304050607080900,58,
sompo-japan.co.jp,0.002906,01020304050607080900,58,
edgeme.sh,0.002473,01020304050607080900,58,
multiversx.com,0.003234,01020304050607080900,58,
pokemoncenter.com,0.002604,01020304050607080900,58,
videezy.com,0.002507,01020304050607080900,58,
mtb-news.de,0.003139,01020304050607080900,58,
xii.jp,0.002505,01020304050607080900,58,
theengagelab.com,0.002601,01020304050607080900,58,
genymotion.com,0.002746,01020304050607080900,58,
bike24.com,0.002794,01020304050607080900,58,
propertyguru.com.sg,0.002433,01020304050607080900,58,
siepomaga.pl,0.003214,01020304050607080900,58,
nrj.fr,0.938923,01020304050607080900,58,
boo.jp,0.002449,01020304050607080900,58,
dinneratthezoo.com,0.002446,01020304050607080900,58,
hotfile.com,0.003336,01020304050607080900,58,
partstown.com,0.002457,01020304050607080900,58,
hockeydb.com,0.003147,01020304050607080900,58,
dune.com,0.003233,01020304050607080900,58,
eastlink.ca,0.004872,01020304050607080900,58,
tunecore.com,0.00283,01020304050607080900,58,
rec1.com,0.004145,01020304050607080900,58,
4pda.ru,0.002647,01020304050607080900,58,
sportsbet.io,0.002485,01020304050607080900,58,
embopress.org,0.002577,01020304050607080900,58,
patriots.win,0.00257,01020304050607080900,58,
godtube.com,0.002414,01020304050607080900,58,
astv.ru,0.002624,01020304050607080900,58,
pornmaster.fun,0.002626,01020304050607080900,58,
sexhd.pics,0.004217,01020304050607080900,58,
drugbank.com,0.00254,01020304050607080900,58,
gs24.pl,0.002653,01020304050607080900,58,
ajpmonline.org,0.003581,01020304050607080900,58,
gx.games,0.002607,01020304050607080900,58,
doordash.team,0.002526,01020304050607080900,58,
softonic.com.br,0.002505,01020304050607080900,58,
ajinomoto.co.jp,0.003436,01020304050607080900,58,
bcs.org,0.004163,01020304050607080900,58,
wym317.com,0.003685,01020304050607080900,58,
fow757.com,0.002753,01020304050607080900,58,
colonialwilliamsburg.org,0.002598,01020304050607080900,58,
gtbank.com,0.004033,01020304050607080900,58,
7msport.com,0.004359,01020304050607080900,58,
porn7.net,0.00259,01020304050607080900,58,
epa.gov.tw,0.002758,01020304050607080900,58,
hautetfort.com,0.002493,01020304050607080900,58,
mirfilm.net,0.002508,01020304050607080900,58,
nmlsconsumeraccess.org,0.003028,01020304050607080900,58,
incestflix.org,0.002411,01020304050607080900,58,
hifiporn.fun,0.002805,01020304050607080900,58,
thepeninsulaqatar.com,0.00333,01020304050607080900,58,
betterworldbooks.com,0.002521,01020304050607080900,58,
pwgong.com,0.00267,01020304050607080900,58,
notthebee.com,0.002842,01020304050607080900,58,
swedenabroad.se,0.003023,01020304050607080900,58,
jiji.ng,0.003676,01020304050607080900,58,
dealercenter.net,0.002482,01020304050607080900,58,
sportsbet.com.au,0.002934,01020304050607080900,58,
hometogo.net,0.003321,01020304050607080900,58,
tgw.com,0.002778,01020304050607080900,58,
neihantu.net,0.002538,01020304050607080900,58,
today-sports1.io,0.002818,01020304050607080900,58,
nadaguides.com,0.004832,01020304050607080900,58,
highcpmrevenuenetwork.com,0.002538,01020304050607080900,58,
411mania.com,0.002432,01020304050607080900,58,
pornovore.fr,0.002663,01020304050607080900,58,
interencheres.com,0.00247,01020304050607080900,58,
cybo.com,0.002599,01020304050607080900,58,
kobe.lg.jp,0.002475,01020304050607080900,58,
actionfraud.police.uk,0.002492,01020304050607080900,58,
jacc.org,0.00257,01020304050607080900,58,
genealogy.com,0.003469,01020304050607080900,58,
stellarinfo.com,0.002395,01020304050607080900,58,
flydenver.com,0.002539,01020304050607080900,58,
moneywise.com,0.00286,01020304050607080900,58,
mvdis.gov.tw,0.002909,01020304050607080900,58,
potsaglu.net,0.002525,01020304050607080900,58,
segurazo.com,0.002605,01020304050607080900,58,
hardreset.info,0.002585,01020304050607080900,58,
centrum.sk,0.002668,01020304050607080900,58,
safetydetectives.com,0.002577,01020304050607080900,58,
projectmanagement.com,0.004165,01020304050607080900,58,
bitstreamonline.net,0.00274,01020304050607080900,58,
elevenwarriors.com,0.002586,01020304050607080900,58,
porn-images-xxx.com,0.002496,01020304050607080900,58,
soap2day.day,0.003037,01020304050607080900,58,
mediaworld.it,0.002499,01020304050607080900,58,
codigames-data.net,0.002459,01020304050607080900,58,
nextavenue.org,0.002558,01020304050607080900,58,
unisi.it,0.002635,01020304050607080900,58,
moeimg.net,0.002547,01020304050607080900,58,
voices.com,0.002622,01020304050607080900,58,
flighthub.com,0.002744,01020304050607080900,58,
twopeasandtheirpod.com,0.00267,01020304050607080900,58,
clipart-library.com,0.004296,01020304050607080900,58,
archilovers.com,0.002674,01020304050607080900,58,
intimstory.com,0.002698,01020304050607080900,58,
brainstormforce.com,0.004088,01020304050607080900,58,
hdporn.pics,0.002435,01020304050607080900,58,
roughcountry.com,0.00239,01020304050607080900,58,
hentai2.net,0.002426,01020304050607080900,58,
bladehq.com,0.002422,01020304050607080900,58,
blockpi.network,0.002496,01020304050607080900,58,
ppstatic.pl,0.003015,01020304050607080900,58,
cdnnetworks.net,0.002721,01020304050607080900,58,
adultdeepfakes.com,0.002781,01020304050607080900,58,
freechatnow.com,0.003286,01020304050607080900,58,
syosetu.se,0.002534,01020304050607080900,58,
iflirts.com,0.002382,01020304050607080900,58,
xhchannel.com,0.002396,01020304050607080900,58,
locanto.com,0.002602,01020304050607080900,58,
ajog.org,0.002627,01020304050607080900,58,
ibj.com,0.003894,01020304050607080900,58,
averiecooks.com,0.00244,01020304050607080900,58,
getchu.com,0.002504,01020304050607080900,58,
epicgfs.com,0.002357,01020304050607080900,58,
bankbsi.co.id,0.004263,01020304050607080900,58,
noones.com,0.003182,01020304050607080900,58,
sexcelebrity.net,0.002481,01020304050607080900,58,
jacionline.org,0.002452,01020304050607080900,58,
perfectgonzo.com,0.002603,01020304050607080900,58,
garden.org,0.002383,01020304050607080900,58,
gamespark.jp,0.002694,01020304050607080900,58,
moddroid.com,0.002832,01020304050607080900,58,
publicnode.com,0.002624,01020304050607080900,58,
french-stream.gg,0.002644,01020304050607080900,58,
li.me,0.002501,01020304050607080900,58,
filmow.com,0.002561,01020304050607080900,58,
eon.com,0.00269,01020304050607080900,58,
bongacams9.com,0.003119,01020304050607080900,58,
seudinheiro.com,0.002507,01020304050607080900,58,
westminster-abbey.org,0.002492,01020304050607080900,58,
gardenia.net,0.003185,01020304050607080900,58,
unitedrentals.com,0.002492,01020304050607080900,58,
vogue.co.jp,0.002482,01020304050607080900,58,
luno.com,0.002577,01020304050607080900,58,
9tv.co.il,0.002899,01020304050607080900,58,
le360.ma,0.002805,01020304050607080900,58,
mcssl.com,0.002794,01020304050607080900,58,
pornandxxxvideos.com,0.002552,01020304050607080900,58,
resumeworded.com,0.002579,01020304050607080900,58,
lee.com,0.002655,01020304050607080900,58,
intimcity.com,0.002567,01020304050607080900,58,
commonlit.org,0.002661,01020304050607080900,58,
fpt.edu.vn,0.002395,01020304050607080900,58,
betfury.io,0.002713,01020304050607080900,58,
make.com,0.002625,01020304050607080900,58,
psaltauw.net,0.002464,01020304050607080900,58,
stdtime.gov.tw,0.002656,01020304050607080900,58,
kniga-online.com,0.002559,01020304050607080900,58,
otakuteca.com,0.00543,01020304050607080900,58,
85tube.com,0.00262,01020304050607080900,58,
arkhamintelligence.com,0.002601,01020304050607080900,58,
education.gov.il,0.002903,01020304050607080900,58,
rexdl.com,0.002446,01020304050607080900,58,
hatenadiary.jp,0.002565,01020304050607080900,58,
blxrbdn.com,0.002394,01020304050607080900,58,
rentry.org,0.002538,01020304050607080900,58,
007.mn,0.002356,01020304050607080900,58,
wowjobs.ca,0.00245,01020304050607080900,58,
outdatedbrowser.com,0.003323,01020304050607080900,58,
kyoukaikenpo.or.jp,0.002575,01020304050607080900,58,
buffed.de,0.002432,01020304050607080900,58,
snowtrace.io,0.002944,01020304050607080900,58,
taplink.ws,0.002514,01020304050607080900,58,
bongacams16.com,0.002405,01020304050607080900,58,
xhbranch5.com,0.002519,01020304050607080900,58,
cpami.gov.tw,0.00243,01020304050607080900,58,
mrjav.net,0.003055,01020304050607080900,58,
tubev.pro,0.002821,01020304050607080900,58,
clickguard.com,0.002565,01020304050607080900,58,
thehulltruth.com,0.002782,01020304050607080900,58,
lordfilms.green,0.003362,01020304050607080900,58,
bgpview.io,0.00263,01020304050607080900,58,
moodfabrics.com,0.00265,01020304050607080900,58,
localinfo.jp,0.002642,01020304050607080900,58,
eu5.org,0.002397,01020304050607080900,58,
zula.ir,0.002541,01020304050607080900,58,
laineygossip.com,0.002562,01020304050607080900,58,
apkpac.com,0.002436,01020304050607080900,58,
iatatravelcentre.com,0.002578,01020304050607080900,58,
onejav.com,0.003566,01020304050607080900,58,
tradeogre.com,0.00382,01020304050607080900,58,
xxxquake.com,0.002754,01020304050607080900,58,
asianporn.li,0.00286,01020304050607080900,58,
gatedata.org,0.003721,01020304050607080900,58,
nexo.com,0.002622,01020304050607080900,58,
jpeds.com,0.002425,01020304050607080900,58,
umin.jp,0.002846,01020304050607080900,58,
btl.gov.il,0.002677,01020304050607080900,58,
1337x.st,0.00287,01020304050607080900,58,
crictracker.com,0.002455,01020304050607080900,58,
videobaba.xyz,0.232709,01020304050607080900,58,
shonenjump.com,0.002407,01020304050607080900,58,
anime-sharing.com,0.002919,01020304050607080900,58,
anaconda.org,0.002507,01020304050607080900,58,
2ch-c.net,0.480283,01020304050607080900,58,
bombardir.ru,0.002739,01020304050607080900,58,
bananamall.co.kr,0.002396,01020304050607080900,58,
myorderbox.com,0.004253,01020304050607080900,58,
enjin.io,0.002363,01020304050607080900,58,
lordfilm6.zone,0.002469,01020304050607080900,58,
91selfie.com,0.002454,01020304050607080900,58,
agazeta.com.br,0.002714,01020304050607080900,58,
cineserie.com,0.002737,01020304050607080900,58,
niagahoster.co.id,0.003134,01020304050607080900,58,
cutestat.com,0.002428,01020304050607080900,58,
piappengine.com,0.002556,01020304050607080900,58,
railway.gov.tw,0.002845,01020304050607080900,58,
prachachat.net,0.002726,01020304050607080900,58,
vghtpe.gov.tw,0.002955,01020304050607080900,58,
boats.net,0.003015,01020304050607080900,58,
ttcportals.com,0.002399,01020304050607080900,58,
etf.com,0.003525,01020304050607080900,58,
bitinfocharts.com,0.002774,01020304050607080900,58,
time4learning.com,0.002519,01020304050607080900,58,
hasha.in,0.002599,01020304050607080900,58,
unisat.io,0.003071,01020304050607080900,58,
judicial.gov.tw,0.0031,01020304050607080900,58,
acortar.link,0.002431,01020304050607080900,58,
mediamarkt.at,0.002961,01020304050607080900,58,
newworld.co.nz,0.002695,01020304050607080900,58,
medpex.de,0.002453,01020304050607080900,58,
dodi-repacks.site,0.002576,01020304050607080900,58,
shemale.movie,0.002434,01020304050607080900,58,
bax-shop.nl,0.002432,01020304050607080900,58,
ckbet2.com,0.002578,01020304050607080900,58,
acehotel.com,0.002885,01020304050607080900,58,
speedway.com,0.00263,01020304050607080900,58,
pururin.to,0.00327,01020304050607080900,58,
automobile-propre.com,0.003266,01020304050607080900,58,
fok.nl,0.002554,01020304050607080900,58,
qbittorrent.org,0.004375,01020304050607080900,58,
veolia.com,0.002456,01020304050607080900,58,
rdy.jp,0.002498,01020304050607080900,58,
chamberofcommerce.org,0.002377,01020304050607080900,58,
slideruleanalytics.com,0.002607,01020304050607080900,58,
hellofresh.co.uk,0.002741,01020304050607080900,58,
gazetaexpress.com,0.003146,01020304050607080900,58,
forconstructionpros.com,0.002639,01020304050607080900,58,
unrwa.org,0.00387,01020304050607080900,58,
skinceuticals.com,0.002659,01020304050607080900,58,
newint.org,0.002564,01020304050607080900,58,
bxfilm.co,0.002454,01020304050607080900,58,
ultimatespecs.com,0.004227,01020304050607080900,58,
boca.gov.tw,0.002537,01020304050607080900,58,
lme.com,0.00365,01020304050607080900,58,
art.blog,0.002562,01020304050607080900,58,
ecovadis.com,0.002521,01020304050607080900,58,
j-wave.co.jp,0.002981,01020304050607080900,58,
smartphonehoesjes.nl,0.003154,01020304050607080900,58,
openvpn.com,0.002496,01020304050607080900,58,
sexynudes.tv,0.002354,01020304050607080900,58,
deliciousmagazine.co.uk,0.004519,01020304050607080900,58,
centrepointstores.com,0.002462,01020304050607080900,58,
taxes.gov.il,0.002498,01020304050607080900,58,
javhay.me,0.002509,01020304050607080900,58,
milfroom.com,0.003272,01020304050607080900,58,
yeswegays.com,0.002594,01020304050607080900,58,
11teamsports.com,0.00241,01020304050607080900,58,
jumia.ma,0.003289,01020304050607080900,58,
farecompare.com,0.002622,01020304050607080900,58,
ticketmaster.it,0.002643,01020304050607080900,58,
homeread.net,0.003193,01020304050607080900,58,
mailinator.com,0.003383,01020304050607080900,58,
ntuh.gov.tw,0.00261,01020304050607080900,58,
tumblrgallery.xyz,0.002623,01020304050607080900,58,
ripper.store,0.002443,01020304050607080900,58,
propertypal.com,0.002528,01020304050607080900,58,
keekass.com,0.002618,01020304050607080900,58,
jh.edu,0.002665,01020304050607080900,58,
rew.ca,0.002365,01020304050607080900,58,
dischem.co.za,0.002418,01020304050607080900,58,
livecamrips.com,0.002588,01020304050607080900,58,
knesset.gov.il,0.002662,01020304050607080900,58,
javbangers.com,0.002372,01020304050607080900,58,
erkiss.club,0.002553,01020304050607080900,58,
smoothcomp.com,0.002451,01020304050607080900,58,
pornmaven.com,0.003553,01020304050607080900,58,
shopier.com,0.002899,01020304050607080900,58,
bet365.mx,0.003343,01020304050607080900,58,
bet365.de,0.002543,01020304050607080900,58,
akindo-sushiro.co.jp,0.002794,01020304050607080900,58,
trannygem.com,0.002655,01020304050607080900,58,
fishingbooker.com,0.002465,01020304050607080900,58,
comic-days.com,0.004068,01020304050607080900,58,
royaleapi.com,0.002484,01020304050607080900,58,
mmh.org.tw,0.002363,01020304050607080900,58,
androeed.store,0.004735,01020304050607080900,58,
nsw2u.com,0.479406,01020304050607080900,58,
6163.com,0.002374,01020304050607080900,58,
directv.com.co,0.003529,01020304050607080900,58,
xxxlutz.at,0.002667,01020304050607080900,58,
download.com.vn,0.00262,01020304050607080900,58,
kissjav.li,0.002458,01020304050607080900,58,
piac.com.pk,0.002651,01020304050607080900,58,
fertstert.org,0.005777,01020304050607080900,58,
mrblue.com,0.002528,01020304050607080900,58,
eachporn.com,0.002701,01020304050607080900,58,
gain.tw,0.002486,01020304050607080900,58,
raymourflanigan.com,0.002494,01020304050607080900,58,
gamecity.ne.jp,0.002532,01020304050607080900,58,
pornwex.tv,0.002754,01020304050607080900,58,
bexio.com,0.002736,01020304050607080900,58,
hentaihere.com,0.003469,01020304050607080900,58,
futoka.jp,0.003377,01020304050607080900,58,
homecentre.com,0.004183,01020304050607080900,58,
tix.com,0.002651,01020304050607080900,58,
freecad.org,0.002658,01020304050607080900,58,
samakal.com,0.002384,01020304050607080900,58,
bbspink.com,0.002585,01020304050607080900,58,
ticketmaster.sg,0.002479,01020304050607080900,58,
1shoppingcart.com,0.002482,01020304050607080900,58,
xsport.ua,0.002582,01020304050607080900,58,
supercheats.com,0.002629,01020304050607080900,58,
sport.blog,0.002435,01020304050607080900,58,
spravportal.ru,0.004869,01020304050607080900,58,
lecremedelacrumb.com,0.002483,01020304050607080900,58,
lojavirtualnuvem.com.br,0.002412,01020304050607080900,58,
volagratis.com,0.002382,01020304050607080900,58,
lametayel.co.il,0.002537,01020304050607080900,58,
jiashumao.net,0.003247,01020304050607080900,58,
top-channel.tv,0.002494,01020304050607080900,58,
llamarpc.com,0.002621,01020304050607080900,58,
directoriocubano.info,0.002475,01020304050607080900,58,
ift.org,0.002337,01020304050607080900,58,
stadiumgoods.com,0.002421,01020304050607080900,58,
lv.com,0.003569,01020304050607080900,58,
brighton.com,0.002418,01020304050607080900,58,
dspotx.com,0.004303,01020304050607080900,58,
